name.x,corr,weighted,description
bc_3090d,0.849435114142459,unweighted,Average of daily BC exposure levels over 31-90 days prior to the delivery date
bc_3090d,0.500618341385311,weighted,Average of daily BC exposure levels over 31-90 days prior to the delivery date
bc_90280d,0.804954956755355,unweighted,Average of daily BC exposure levels over 91-280 days prior to the delivery date
bc_90280d,0.477096262752944,weighted,Average of daily BC exposure levels over 91-280 days prior to the delivery date
cigddp,0.0196240962577071,unweighted,# of daily cigarettes smoking during pregnancy
cigddp,0.0183815967165605,weighted,# of daily cigarettes smoking during pregnancy
cigdpp,0.0120633047592305,unweighted,# of daily cigarettes smoking before pregnancy
cigdpp,0.0149724338315954,weighted,# of daily cigarettes smoking before pregnancy
clinega,0.0155061720611617,unweighted,Clinical gestational age
clinega,0.0164003386396831,weighted,Clinical gestational age
firstborn,0.0304228969450661,unweighted,First-born child
firstborn,0.0230522209892581,weighted,First-born child
log_mhincome,-0.194620272643356,unweighted,Log. median household income (census-tract level)
log_mhincome,-0.14198768725278,weighted,Log. median household income (census-tract level)
log_mhvalue,-0.0859430876860755,unweighted,Log. median value of house (census-tract level)
log_mhvalue,-0.0805483940252271,weighted,Log. median value of house (census-tract level)
mage,-0.074505564667688,unweighted,Mother's age
mage,-0.0626006678784476,weighted,Mother's age
married,-0.0791382293916148,unweighted,Married
married,-0.0586541727233933,weighted,Married
mrace_1,-0.112584872360243,unweighted,Maternal race = white
mrace_1,-0.0669758277502517,weighted,Maternal race = white
mrace_2,0.0374106412012648,unweighted,Maternal race = black
mrace_2,0.0197173331995688,weighted,Maternal race = black
mrace_3,0.0394113871093927,unweighted,Maternal race = Asian/Pacific Islander
mrace_3,0.011187330504093,weighted,Maternal race = Asian/Pacific Islander
mrace_4,0.0931387520630631,unweighted,Maternal race = others
mrace_4,0.0664988497710468,weighted,Maternal race = others
no2_3090d,0.0814181104065953,unweighted,Average of daily NO[2] exposure levels over 31-90 days prior to the delivery date
no2_3090d,0.0662054863786345,weighted,Average of daily NO[2] exposure levels over 31-90 days prior to the delivery date
no2_30d,0.108951917929767,unweighted,Average of daily NO[2] exposure levels over 0-30 days prior to the delivery date
no2_30d,0.104391957175843,weighted,Average of daily NO[2] exposure levels over 0-30 days prior to the delivery date
no2_90280d,0.17548081662149,unweighted,Average of daily NO[2] exposure levels over 91-280 days prior to the delivery date
no2_90280d,0.102709811242311,weighted,Average of daily NO[2] exposure levels over 91-280 days prior to the delivery date
percentPoverty,0.187427171467722,unweighted,% Poverty (census-tract level)
percentPoverty,0.117446877552037,weighted,% Poverty (census-tract level)
pncgov,0.0954694263505183,unweighted,Government support for prenatal care
pncgov,0.0690271141341641,weighted,Government support for prenatal care
rf_cervix,0.00245666948516734,unweighted,Maternal incompetent cervix
rf_cervix,-0.00016473818633433,weighted,Maternal incompetent cervix
rf_db_other,0.00736459869814182,unweighted,Maternal diabetes
rf_db_other,-0.000232593304269192,weighted,Maternal diabetes
rf_hbp_chronic,0.00160784872007874,unweighted,Maternal chronic hypertension
rf_hbp_chronic,0.00510654266602765,weighted,Maternal chronic hypertension
rf_prev_4kg,-0.00354912037240455,unweighted,Mother with previous infant over 4000 g
rf_prev_4kg,-0.00211800897895696,weighted,Mother with previous infant over 4000 g
rf_prev_sga,0.00223693574119735,unweighted,Mother with previous small-for-gestational-age infant
rf_prev_sga,0.0022839646045535,weighted,Mother with previous small-for-gestational-age infant
sex,-0.00137962914589397,unweighted,New-born sex = Female
sex,-0.000734802644957242,weighted,New-born sex = Female
smoker_ddp,0.0205241671428582,unweighted,Smoking during pregnancy
smoker_ddp,0.0213562508191911,weighted,Smoking during pregnancy
smoker_dpp,0.0128647644271332,unweighted,Smoking before pregnancy
smoker_dpp,0.0199152362029358,weighted,Smoking before pregnancy
